,image_name,image_url
0,5803b2404bf9470b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5803b2404bf9470b.jpg
1,bb8afa1567834ece.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/bb8afa1567834ece.jpg
2,8f7eff5b218f418f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8f7eff5b218f418f.jpg
3,e1728149b804e5d8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e1728149b804e5d8.jpg
4,e45d86cb76b4619a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e45d86cb76b4619a.jpg
5,9569283d4c3fae3f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9569283d4c3fae3f.jpg
6,48135f637e9eab70.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/48135f637e9eab70.jpg
7,69bd63b2dfc318e2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/69bd63b2dfc318e2.jpg
8,71b69604c3108747.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/71b69604c3108747.jpg
9,2d8674a429d84016.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2d8674a429d84016.jpg
10,a4ed56b198b6328f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a4ed56b198b6328f.jpg
11,f3a30871911ac3d0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f3a30871911ac3d0.jpg
12,33ed635e892d30ad.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/33ed635e892d30ad.jpg
13,30900c11763db733.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/30900c11763db733.jpg
14,01c4f0bb5b4d8d9a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/01c4f0bb5b4d8d9a.jpg
15,86edc1834ff233a6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/86edc1834ff233a6.jpg
16,06937ef97333f924.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/06937ef97333f924.jpg
17,c4f636f34e71bb3d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c4f636f34e71bb3d.jpg
18,b3a8f4429763944b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b3a8f4429763944b.jpg
19,1954b47de83b1e22.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1954b47de83b1e22.jpg
20,9fb5108e1a65d5c0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9fb5108e1a65d5c0.jpg
21,633fe3c69638ada0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/633fe3c69638ada0.jpg
22,ac5557abe78fbc50.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ac5557abe78fbc50.jpg
23,ce22d30a1155c4c8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ce22d30a1155c4c8.jpg
24,a04d73ab62b851ea.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a04d73ab62b851ea.jpg
25,0d04b6af5aa3d210.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0d04b6af5aa3d210.jpg
26,641da6141aa64ff3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/641da6141aa64ff3.jpg
27,f234ae2986e07dee.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f234ae2986e07dee.jpg
28,2b7bb8effeeff6f1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/2b7bb8effeeff6f1.jpg
29,0168bdab2295f425.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0168bdab2295f425.jpg
30,1b36b89cbb47f5ec.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1b36b89cbb47f5ec.jpg
31,7d3cc11acca74c98.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7d3cc11acca74c98.jpg
32,1af0d5116a2b8704.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1af0d5116a2b8704.jpg
33,534ad8a2ae970d0d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/534ad8a2ae970d0d.jpg
34,30b5d207df29921c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/30b5d207df29921c.jpg
35,583710912c4c45a8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/583710912c4c45a8.jpg
36,8eef274dec4101c8.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/8eef274dec4101c8.jpg
37,876b656e6a4ba790.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/876b656e6a4ba790.jpg
38,40155eb210de1c18.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/40155eb210de1c18.jpg
39,b834fe7ba3737cd4.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/b834fe7ba3737cd4.jpg
40,aac7d4614482c0cd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/aac7d4614482c0cd.jpg
41,28bfdc1355fc63a0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/28bfdc1355fc63a0.jpg
42,58fe57225099089c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/58fe57225099089c.jpg
43,d95903170fa5b40a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d95903170fa5b40a.jpg
44,680578fb9056b174.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/680578fb9056b174.jpg
45,45675f634f6b68e3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/45675f634f6b68e3.jpg
46,cb482ed185cd9084.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/cb482ed185cd9084.jpg
47,5556a79652002703.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5556a79652002703.jpg
48,39921c8dacc52b4c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/39921c8dacc52b4c.jpg
49,a41f58651b782e4e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a41f58651b782e4e.jpg
50,bd903e1990aa3279.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/bd903e1990aa3279.jpg
51,9948f272f20a9a01.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9948f272f20a9a01.jpg
52,ebbd5aaabdb9180d.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ebbd5aaabdb9180d.jpg
53,f4ce1ed4ae595064.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f4ce1ed4ae595064.jpg
54,9f88e32c13145695.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9f88e32c13145695.jpg
55,3b481ce0892d81e1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3b481ce0892d81e1.jpg
56,7b411937ff0bd582.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7b411937ff0bd582.jpg
57,616c4bf636e12dbd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/616c4bf636e12dbd.jpg
58,df351341960870d5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/df351341960870d5.jpg
59,c9a0d471ead95cef.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/c9a0d471ead95cef.jpg
