,image_name,image_url
0,f78c9cfb05a0a7fa.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f78c9cfb05a0a7fa.jpg
1,9b10a6d81287f813.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9b10a6d81287f813.jpg
2,0b6b7a11a1fde6d2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0b6b7a11a1fde6d2.jpg
3,1dfa96f8fb3ecb41.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/1dfa96f8fb3ecb41.jpg
4,75caadfeebe11442.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/75caadfeebe11442.jpg
5,4b5ae632d9baa7ae.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4b5ae632d9baa7ae.jpg
6,a3bf7b0a52aec1db.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a3bf7b0a52aec1db.jpg
7,0f64e2de658625f0.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/0f64e2de658625f0.jpg
8,d604d76ab706b76b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d604d76ab706b76b.jpg
9,91b773578eb4608e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/91b773578eb4608e.jpg
10,96176e6b5ff85ac7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/96176e6b5ff85ac7.jpg
11,d766df99b357a8f6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/d766df99b357a8f6.jpg
12,9bf57015345f15e6.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/9bf57015345f15e6.jpg
13,59ae132ee1adce9b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/59ae132ee1adce9b.jpg
14,12f3e07316245017.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/12f3e07316245017.jpg
15,fee484edb50161fe.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/fee484edb50161fe.jpg
16,4eecaac651ae8608.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4eecaac651ae8608.jpg
17,fc01f6cddb22f3e3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/fc01f6cddb22f3e3.jpg
18,3e66382203d01132.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/3e66382203d01132.jpg
19,f1af5c8811e6da14.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f1af5c8811e6da14.jpg
20,a0dca150504e5c50.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a0dca150504e5c50.jpg
21,74dbb9de80537d19.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/74dbb9de80537d19.jpg
22,a882a4cdfd08bdf2.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a882a4cdfd08bdf2.jpg
23,080bba84f8aeeec5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/080bba84f8aeeec5.jpg
24,528a586fc688c569.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/528a586fc688c569.jpg
25,a50a464453eab23b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a50a464453eab23b.jpg
26,4868af689e607a20.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4868af689e607a20.jpg
27,13e25203346d518a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/13e25203346d518a.jpg
28,5d2df97f63aecfea.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5d2df97f63aecfea.jpg
29,00ee9095ced9fc06.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/00ee9095ced9fc06.jpg
30,15a5508fc42d50d5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/15a5508fc42d50d5.jpg
31,e526e1fcd9eb528f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e526e1fcd9eb528f.jpg
32,5425b338e4e8ece7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5425b338e4e8ece7.jpg
33,6aaf0b2f3ba4cace.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6aaf0b2f3ba4cace.jpg
34,5f07d985de72b4c7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/5f07d985de72b4c7.jpg
35,a6451f644508734a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a6451f644508734a.jpg
36,e05516c449df2c93.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e05516c449df2c93.jpg
37,4ca16c2569d4efc3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4ca16c2569d4efc3.jpg
38,4184e167f89aea6a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/4184e167f89aea6a.jpg
39,df64037be3d7c535.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/df64037be3d7c535.jpg
40,14da0620691acaa7.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/14da0620691acaa7.jpg
41,59d2854247940d24.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/59d2854247940d24.jpg
42,7963cdc450fc401b.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7963cdc450fc401b.jpg
43,e7602addcf021311.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/e7602addcf021311.jpg
44,6614ec8b95f2a135.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/6614ec8b95f2a135.jpg
45,142b4a79c638bee1.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/142b4a79c638bee1.jpg
46,094df7698f7449cb.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/094df7698f7449cb.jpg
47,22c9b225cb806a54.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/22c9b225cb806a54.jpg
48,204b6777fa1a5d2a.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/204b6777fa1a5d2a.jpg
49,7508f5763264026e.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/7508f5763264026e.jpg
50,a8469d57f7095bf5.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/a8469d57f7095bf5.jpg
51,90e52b6f5ff2bd0f.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/90e52b6f5ff2bd0f.jpg
52,f5b07fd592f971b3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/f5b07fd592f971b3.jpg
53,204ef8135ca65eb3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/204ef8135ca65eb3.jpg
54,65f7ffcab7041291.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/65f7ffcab7041291.jpg
55,39c6f12349b08ed3.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/39c6f12349b08ed3.jpg
56,edf7b09d32017078.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/edf7b09d32017078.jpg
57,ff57f0b438138548.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/ff57f0b438138548.jpg
58,cfbb9d823384ad3c.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/cfbb9d823384ad3c.jpg
59,03d79c4e674e92dd.jpg,https://requestor-proxy.figure-eight.com/figure_eight_datasets/open-images/train/03d79c4e674e92dd.jpg
